component,cosine_score,EdgeAnnotation,EdgeScore,EdgeType,explained_intensity,interaction,mass_difference,name,node1,node2,property1,selected,shared interaction,shared name
-1,0.9036,,0.9036,Cosine,50809,-,-146.094,50809 (-) 50968,50809,50968,50809,FALSE,-,50809 (-) 50968
-1,0.937,,0.937,Cosine,53166,-,-0.001,53166 (-) 54791,53166,54791,53166,FALSE,-,53166 (-) 54791
-1,0.9192,H2N3:C2H4O,0.9192,Cosine,52894,-,44.026,53166 (-) 52894,52894,53166,52894,FALSE,-,53166 (-) 52894
-1,0.8711,,0.8711,Cosine,4983,-,-105.079,6568 (-) 4983,4983,6568,4983,FALSE,-,6568 (-) 4983
-1,1,,1,Cosine,1,-,0,5323 (-) 5323,5323,5323,1,FALSE,-,5323 (-) 5323
-1,1,,1,Cosine,1,-,0,49307 (-) 49307,49307,49307,1,FALSE,-,49307 (-) 49307
-1,1,,1,Cosine,1,-,0,40879 (-) 40879,40879,40879,1,FALSE,-,40879 (-) 40879
-1,1,,1,Cosine,1,-,0,1276 (-) 1276,1276,1276,1,FALSE,-,1276 (-) 1276
-1,1,,1,Cosine,1,-,0,50103 (-) 50103,50103,50103,1,FALSE,-,50103 (-) 50103
-1,0.8595,O,0.8595,Cosine,9941,-,15.995,10700 (-) 9941,9941,10700,9941,FALSE,-,10700 (-) 9941
-1,1,,1,Cosine,1,-,0,37723 (-) 37723,37723,37723,1,FALSE,-,37723 (-) 37723
-1,1,,1,Cosine,1,-,0,46935 (-) 46935,46935,46935,1,FALSE,-,46935 (-) 46935
-1,0.9211,,0.9211,Cosine,12527,-,0,19456 (-) 12527,12527,19456,12527,FALSE,-,19456 (-) 12527
-1,1,,1,Cosine,1,-,0,36413 (-) 36413,36413,36413,1,FALSE,-,36413 (-) 36413
-1,1,,1,Cosine,1,-,0,8551 (-) 8551,8551,8551,1,FALSE,-,8551 (-) 8551
-1,0.8164,,0.8164,Cosine,1430,-,-14.996,1430 (-) 9290,1430,9290,1430,FALSE,-,1430 (-) 9290
-1,1,,1,Cosine,1,-,0,40561 (-) 40561,40561,40561,1,FALSE,-,40561 (-) 40561
-1,1,,1,Cosine,1,-,0,39933 (-) 39933,39933,39933,1,FALSE,-,39933 (-) 39933
-1,0.8214,,0.8214,Cosine,28360,-,-88.054,28360 (-) 29001,28360,29001,28360,FALSE,-,28360 (-) 29001
-1,0.8278,,0.8278,Cosine,28360,-,-132.08,28360 (-) 29690,28360,29690,28360,FALSE,-,28360 (-) 29690
-1,1,,1,Cosine,1,-,0,8499 (-) 8499,8499,8499,1,FALSE,-,8499 (-) 8499
-1,0.9535,methanol (-H2O):CH2,0.9535,Cosine,19759,-,-14.016,19759 (-) 25115,19759,25115,19759,FALSE,-,19759 (-) 25115
-1,1,,1,Cosine,1,-,0,47470 (-) 47470,47470,47470,1,FALSE,-,47470 (-) 47470
-1,0.98,H2N3:C2H4O,0.98,Cosine,13814,-,-44.026,13814 (-) 14789,13814,14789,13814,FALSE,-,13814 (-) 14789
-1,0.93,H2,0.93,Cosine,12810,-,-2.016,12810 (-) 37139,12810,37139,12810,FALSE,-,12810 (-) 37139
-1,0.8432,,0.8432,Cosine,12810,-,-77.063,12810 (-) 46835,12810,46835,12810,FALSE,-,12810 (-) 46835
-1,1,,1,Cosine,1,-,0,22517 (-) 22517,22517,22517,1,FALSE,-,22517 (-) 22517
-1,0.9202,,0.9202,Cosine,29079,-,0,29079 (-) 35093,29079,35093,29079,FALSE,-,29079 (-) 35093
-1,0.829,CH2O,0.829,Cosine,4328,-,30.011,4328 (-) 4407,4328,4407,4328,FALSE,-,4328 (-) 4407
-1,0.9476,,0.9476,Cosine,54330,-,-0.001,54330 (-) 55242,54330,55242,54330,FALSE,-,54330 (-) 55242
-1,1,,1,Cosine,1,-,0,52045 (-) 52045,52045,52045,1,FALSE,-,52045 (-) 52045
-1,1,,1,Cosine,1,-,0,25985 (-) 25985,25985,25985,1,FALSE,-,25985 (-) 25985
-1,1,,1,Cosine,1,-,0,7289 (-) 7289,7289,7289,1,FALSE,-,7289 (-) 7289
-1,1,,1,Cosine,1,-,0,74 (-) 74,74,74,1,FALSE,-,74 (-) 74
-1,1,,1,Cosine,1,-,0,37932 (-) 37932,37932,37932,1,FALSE,-,37932 (-) 37932
-1,1,,1,Cosine,1,-,0,906 (-) 906,906,906,1,FALSE,-,906 (-) 906
-1,0.8169,,0.8169,Cosine,37669,-,0.024,38185 (-) 37669,37669,38185,37669,FALSE,-,38185 (-) 37669
-1,1,,1,Cosine,1,-,0,3373 (-) 3373,3373,3373,1,FALSE,-,3373 (-) 3373
-1,0.9691,,0.9691,Cosine,38473,-,0,39949 (-) 38473,38473,39949,38473,FALSE,-,39949 (-) 38473
-1,1,,1,Cosine,1,-,0,429 (-) 429,429,429,1,FALSE,-,429 (-) 429
-1,1,,1,Cosine,1,-,0,2188 (-) 2188,2188,2188,1,FALSE,-,2188 (-) 2188
-1,0.8938,,0.8938,Cosine,1439,-,0,1439 (-) 1852,1439,1852,1439,FALSE,-,1439 (-) 1852
-1,1,,1,Cosine,1,-,0,27947 (-) 27947,27947,27947,1,FALSE,-,27947 (-) 27947
-1,0.8246,N3:C2H2O,0.8246,Cosine,955,-,-42.011,955 (-) 2544,955,2544,955,FALSE,-,955 (-) 2544
-1,0.7663,N3:C2H2O,0.7663,Cosine,520,-,-42.011,955 (-) 520,520,955,520,FALSE,-,955 (-) 520
-1,1,,1,Cosine,1,-,0,4979 (-) 4979,4979,4979,1,FALSE,-,4979 (-) 4979
-1,1,,1,Cosine,1,-,0,24362 (-) 24362,24362,24362,1,FALSE,-,24362 (-) 24362
-1,0.9466,,0.9466,Cosine,44192,-,176.107,44192 (-) 44346,44192,44346,44192,FALSE,-,44192 (-) 44346
-1,0.9501,,0.9501,Cosine,44192,-,132.081,44192 (-) 44309,44192,44309,44192,FALSE,-,44192 (-) 44309
-1,0.9249,,0.9249,Cosine,44192,-,220.133,44192 (-) 44382,44192,44382,44192,FALSE,-,44192 (-) 44382
-1,1,,1,Cosine,1,-,0,40402 (-) 40402,40402,40402,1,FALSE,-,40402 (-) 40402
-1,1,,1,Cosine,1,-,0,30820 (-) 30820,30820,30820,1,FALSE,-,30820 (-) 30820
-1,1,,1,Cosine,1,-,0,27481 (-) 27481,27481,27481,1,FALSE,-,27481 (-) 27481
-1,1,,1,Cosine,1,-,0,51457 (-) 51457,51457,51457,1,FALSE,-,51457 (-) 51457
-1,0.7857,,0.7857,Cosine,14613,-,-18.001,15829 (-) 14613,14613,15829,14613,FALSE,-,15829 (-) 14613
-1,0.9043,C4H7O,0.9043,Cosine,49417,-,-71.054,49417 (-) 51172,49417,51172,49417,FALSE,-,49417 (-) 51172
-1,0.8693,CH,0.8693,Cosine,49417,-,-13.012,49417 (-) 51697,49417,51697,49417,FALSE,-,49417 (-) 51697
-1,0.8769,C2H7N3,0.8769,Cosine,46603,-,-73.061,49417 (-) 46603,46603,49417,46603,FALSE,-,49417 (-) 46603
-1,1,,1,Cosine,1,-,0,46092 (-) 46092,46092,46092,1,FALSE,-,46092 (-) 46092
-1,1,,1,Cosine,1,-,0,4340 (-) 4340,4340,4340,1,FALSE,-,4340 (-) 4340
-1,0.9285,CH4N4:C2H6N3,0.9285,Cosine,46077,-,-72.057,46077 (-) 48310,46077,48310,46077,FALSE,-,46077 (-) 48310
-1,0.9656,,0.9656,Cosine,46077,-,-0.036,46077 (-) 46872,46077,46872,46077,FALSE,-,46077 (-) 46872
-1,1,,1,Cosine,1,-,0,47004 (-) 47004,47004,47004,1,FALSE,-,47004 (-) 47004
-1,1,,1,Cosine,1,-,0,2498 (-) 2498,2498,2498,1,FALSE,-,2498 (-) 2498
-1,1,,1,Cosine,1,-,0,21795 (-) 21795,21795,21795,1,FALSE,-,21795 (-) 21795
-1,0.9765,,0.9765,Cosine,51182,-,104.047,51805 (-) 51182,51182,51805,51182,FALSE,-,51805 (-) 51182
-1,0.9201,,0.9201,Cosine,8391,-,0,14750 (-) 8391,8391,14750,8391,FALSE,-,14750 (-) 8391
-1,1,,1,Cosine,1,-,0,48175 (-) 48175,48175,48175,1,FALSE,-,48175 (-) 48175
-1,0.7226,,0.7226,Cosine,20815,-,35.975,24860 (-) 20815,20815,24860,20815,FALSE,-,24860 (-) 20815
-1,0.7269,,0.7269,Cosine,20948,-,-0.039,24860 (-) 20948,20948,24860,20948,FALSE,-,24860 (-) 20948
-1,1,,1,Cosine,1,-,0,40513 (-) 40513,40513,40513,1,FALSE,-,40513 (-) 40513
-1,0.9234,,0.9234,Cosine,3138,-,-220.133,8324 (-) 3138,3138,8324,3138,FALSE,-,8324 (-) 3138
-1,0.9415,,0.9415,Cosine,7226,-,1.032,8324 (-) 7226,7226,8324,7226,FALSE,-,8324 (-) 7226
-1,0.7621,,0.7621,Cosine,2858,-,185.073,3265 (-) 2858,2858,3265,2858,FALSE,-,3265 (-) 2858
-1,1,,1,Cosine,1,-,0,50966 (-) 50966,50966,50966,1,FALSE,-,50966 (-) 50966
-1,0.9144,,0.9144,Cosine,3138,-,-221.164,3138 (-) 7226,3138,7226,3138,FALSE,-,3138 (-) 7226
-1,0.9399,H5N4:C2H7NO,0.9399,Cosine,3138,-,-61.053,3138 (-) 4488,3138,4488,3138,FALSE,-,3138 (-) 4488
-1,0.9204,,0.9204,Cosine,3138,-,-45.029,3138 (-) 4589,3138,4589,3138,FALSE,-,3138 (-) 4589
-1,1,,1,Cosine,1,-,0,36906 (-) 36906,36906,36906,1,FALSE,-,36906 (-) 36906
-1,0.9319,adduct_rel_H_NH4 or NH3,0.9319,Cosine,8057,-,17.026,8057 (-) 8332,8057,8332,8057,FALSE,-,8057 (-) 8332
-1,0.9019,C2H6,0.9019,Cosine,8057,-,-30.047,8057 (-) 8118,8057,8118,8057,FALSE,-,8057 (-) 8118
-1,0.9561,,0.9561,Cosine,7081,-,0,8057 (-) 7081,7081,8057,7081,FALSE,-,8057 (-) 7081
-1,0.789,,0.789,Cosine,1936,-,0.036,1936 (-) 1997,1936,1997,1936,FALSE,-,1936 (-) 1997
-1,1,,1,Cosine,1,-,0,9642 (-) 9642,9642,9642,1,FALSE,-,9642 (-) 9642
-1,0.8232,H2,0.8232,Cosine,2808,-,-2.016,2808 (-) 4068,2808,4068,2808,FALSE,-,2808 (-) 4068
-1,0.9114,,0.9114,Cosine,8681,-,-132.079,11791 (-) 8681,8681,11791,8681,FALSE,-,11791 (-) 8681
-1,1,,1,Cosine,1,-,0,12708 (-) 12708,12708,12708,1,FALSE,-,12708 (-) 12708
-1,1,,1,Cosine,1,-,0,6949 (-) 6949,6949,6949,1,FALSE,-,6949 (-) 6949
-1,0.8607,,0.8607,Cosine,35887,-,-0.054,35887 (-) 37475,35887,37475,35887,FALSE,-,35887 (-) 37475
-1,1,,1,Cosine,1,-,0,26993 (-) 26993,26993,26993,1,FALSE,-,26993 (-) 26993
-1,0.7047,methanol (-H2O):CH2,0.7047,Cosine,46201,-,-14.015,47769 (-) 46201,46201,47769,46201,FALSE,-,47769 (-) 46201
-1,1,,1,Cosine,1,-,0,8787 (-) 8787,8787,8787,1,FALSE,-,8787 (-) 8787
-1,1,,1,Cosine,1,-,0,40118 (-) 40118,40118,40118,1,FALSE,-,40118 (-) 40118
-1,1,,1,Cosine,1,-,0,12770 (-) 12770,12770,12770,1,FALSE,-,12770 (-) 12770
-1,1,,1,Cosine,1,-,0,24378 (-) 24378,24378,24378,1,FALSE,-,24378 (-) 24378
-1,1,,1,Cosine,1,-,0,20507 (-) 20507,20507,20507,1,FALSE,-,20507 (-) 20507
-1,0.9227,,0.9227,Cosine,30121,-,0,36009 (-) 30121,30121,36009,30121,FALSE,-,36009 (-) 30121
-1,0.9714,H2N3:C2H4O,0.9714,Cosine,28502,-,-44.026,29243 (-) 28502,28502,29243,28502,FALSE,-,29243 (-) 28502
-1,0.8737,,0.8737,Cosine,1320,-,0,2309 (-) 1320,1320,2309,1320,FALSE,-,2309 (-) 1320
-1,1,,1,Cosine,1,-,0,14441 (-) 14441,14441,14441,1,FALSE,-,14441 (-) 14441
-1,0.84,C2H4,0.84,Cosine,42922,-,-28.028,45193 (-) 42922,42922,45193,42922,FALSE,-,45193 (-) 42922
-1,1,,1,Cosine,1,-,0,50126 (-) 50126,50126,50126,1,FALSE,-,50126 (-) 50126
-1,0.8769,,0.8769,Cosine,13837,-,-88.053,14874 (-) 13837,13837,14874,13837,FALSE,-,14874 (-) 13837
-1,0.8877,C2H2,0.8877,Cosine,12121,-,-26.016,14874 (-) 12121,12121,14874,12121,FALSE,-,14874 (-) 12121
-1,1,,1,Cosine,1,-,0,26770 (-) 26770,26770,26770,1,FALSE,-,26770 (-) 26770
-1,0.8856,,0.8856,Cosine,17707,-,-352.211,17707 (-) 26640,17707,26640,17707,FALSE,-,17707 (-) 26640
-1,0.9464,,0.9464,Cosine,17707,-,-132.08,17707 (-) 22327,17707,22327,17707,FALSE,-,17707 (-) 22327
-1,0.9618,H2N3:C2H4O,0.9618,Cosine,17707,-,-44.028,17707 (-) 19833,17707,19833,17707,FALSE,-,17707 (-) 19833
-1,1,,1,Cosine,1,-,0,20561 (-) 20561,20561,20561,1,FALSE,-,20561 (-) 20561
-1,0.9641,,0.9641,Cosine,4831,-,-132.079,4831 (-) 8575,4831,8575,4831,FALSE,-,4831 (-) 8575
-1,1,,1,Cosine,1,-,0,9440 (-) 9440,9440,9440,1,FALSE,-,9440 (-) 9440
-1,0.9487,adduct_rel_H_NH4 or NH3,0.9487,Cosine,44282,-,17.027,44282 (-) 44305,44282,44305,44282,FALSE,-,44282 (-) 44305
-1,0.9834,CH4N3:C3H6O,0.9834,Cosine,42360,-,-58.042,44282 (-) 42360,42360,44282,42360,FALSE,-,44282 (-) 42360
-1,0.9811,,0.9811,Cosine,37812,-,-174.126,44282 (-) 37812,37812,44282,37812,FALSE,-,44282 (-) 37812
-1,0.945,CHN2,0.945,Cosine,44282,-,-41.015,44282 (-) 45810,44282,45810,44282,FALSE,-,44282 (-) 45810
-1,1,,1,Cosine,1,-,0,48621 (-) 48621,48621,48621,1,FALSE,-,48621 (-) 48621
-1,0.8358,C4H11N,0.8358,Cosine,5772,-,73.089,7063 (-) 5772,5772,7063,5772,FALSE,-,7063 (-) 5772
-1,1,,1,Cosine,1,-,0,13524 (-) 13524,13524,13524,1,FALSE,-,13524 (-) 13524
-1,1,,1,Cosine,1,-,0,50035 (-) 50035,50035,50035,1,FALSE,-,50035 (-) 50035
-1,0.9225,,0.9225,Cosine,17573,-,0.008,33520 (-) 17573,17573,33520,17573,FALSE,-,33520 (-) 17573
-1,1,,1,Cosine,1,-,0,11698 (-) 11698,11698,11698,1,FALSE,-,11698 (-) 11698
-1,0.9674,,0.9674,Cosine,45409,-,132.079,45409 (-) 45444,45409,45444,45409,FALSE,-,45409 (-) 45444
-1,0.9613,,0.9613,Cosine,45409,-,176.105,45409 (-) 45522,45409,45522,45409,FALSE,-,45409 (-) 45522
-1,1,,1,Cosine,1,-,0,35780 (-) 35780,35780,35780,1,FALSE,-,35780 (-) 35780
-1,0.9741,,0.9741,Cosine,27347,-,-249.194,41675 (-) 27347,27347,41675,27347,FALSE,-,41675 (-) 27347
-1,0.9774,,0.9774,Cosine,32729,-,-174.125,41675 (-) 32729,32729,41675,32729,FALSE,-,41675 (-) 32729
-1,0.9221,C2H4,0.9221,Cosine,48557,-,-28.031,49472 (-) 48557,48557,49472,48557,FALSE,-,49472 (-) 48557
-1,1,,1,Cosine,1,-,0,17398 (-) 17398,17398,17398,1,FALSE,-,17398 (-) 17398
-1,1,,1,Cosine,1,-,0,8996 (-) 8996,8996,8996,1,FALSE,-,8996 (-) 8996
-1,1,,1,Cosine,1,-,0,45137 (-) 45137,45137,45137,1,FALSE,-,45137 (-) 45137
-1,1,,1,Cosine,1,-,0,28369 (-) 28369,28369,28369,1,FALSE,-,28369 (-) 28369
-1,1,,1,Cosine,1,-,0,30301 (-) 30301,30301,30301,1,FALSE,-,30301 (-) 30301
-1,1,,1,Cosine,1,-,0,7643 (-) 7643,7643,7643,1,FALSE,-,7643 (-) 7643
-1,1,,1,Cosine,1,-,0,43038 (-) 43038,43038,43038,1,FALSE,-,43038 (-) 43038
-1,0.9511,H2N3:C2H4O,0.9511,Cosine,40873,-,-44.026,40915 (-) 40873,40873,40915,40873,FALSE,-,40915 (-) 40873
-1,1,,1,Cosine,1,-,0,34820 (-) 34820,34820,34820,1,FALSE,-,34820 (-) 34820
-1,0.7834,C3H4,0.7834,Cosine,49028,-,-40.031,50802 (-) 49028,49028,50802,49028,FALSE,-,50802 (-) 49028
-1,0.9538,H2N3:C2H4O,0.9538,Cosine,6589,-,-44.026,6589 (-) 6668,6589,6668,6589,FALSE,-,6589 (-) 6668
-1,0.9106,,0.9106,Cosine,49360,-,149.105,49360 (-) 49569,49360,49569,49360,FALSE,-,49360 (-) 49569
-1,0.8335,CH2NO:H2N3:C2H4O:CH4N2,0.8335,Cosine,24146,-,-44.026,24582 (-) 24146,24146,24582,24146,FALSE,-,24582 (-) 24146
-1,0.9259,N3O:C2H2O2,0.9259,Cosine,6667,-,58.005,8943 (-) 6667,6667,8943,6667,FALSE,-,8943 (-) 6667
-1,0.9622,,0.9622,Cosine,52577,-,0,54721 (-) 52577,52577,54721,52577,FALSE,-,54721 (-) 52577
-1,0.9627,,0.9627,Cosine,54019,-,0,54721 (-) 54019,54019,54721,54019,FALSE,-,54721 (-) 54019
-1,0.9567,,0.9567,Cosine,53781,-,0,54721 (-) 53781,53781,54721,53781,FALSE,-,54721 (-) 53781
-1,1,,1,Cosine,1,-,0,3766 (-) 3766,3766,3766,1,FALSE,-,3766 (-) 3766
-1,1,,1,Cosine,1,-,0,33478 (-) 33478,33478,33478,1,FALSE,-,33478 (-) 33478
-1,1,,1,Cosine,1,-,0,12091 (-) 12091,12091,12091,1,FALSE,-,12091 (-) 12091
-1,1,,1,Cosine,1,-,0,13655 (-) 13655,13655,13655,1,FALSE,-,13655 (-) 13655
-1,0.9278,,0.9278,Cosine,33356,-,-116.083,33356 (-) 39806,33356,39806,33356,FALSE,-,33356 (-) 39806
-1,0.9385,,0.9385,Cosine,33356,-,-174.125,33356 (-) 42698,33356,42698,33356,FALSE,-,33356 (-) 42698
-1,0.919,adduct_rel_H_NH4 or NH3,0.919,Cosine,34990,-,17.027,34990 (-) 35154,34990,35154,34990,FALSE,-,34990 (-) 35154
-1,0.8333,,0.8333,Cosine,34990,-,0.036,34990 (-) 35714,34990,35714,34990,FALSE,-,34990 (-) 35714
-1,0.7823,C3H5O_acetone (-H):C4H4N3O,0.7823,Cosine,36140,-,-110.036,48201 (-) 36140,36140,48201,36140,FALSE,-,48201 (-) 36140
-1,0.7463,,0.7463,Cosine,46201,-,-172.073,48201 (-) 46201,46201,48201,46201,FALSE,-,48201 (-) 46201
-1,0.9095,,0.9095,Cosine,44121,-,-217.131,48201 (-) 44121,44121,48201,44121,FALSE,-,48201 (-) 44121
-1,0.8739,,0.8739,Cosine,6918,-,0,18984 (-) 6918,6918,18984,6918,FALSE,-,18984 (-) 6918
-1,1,,1,Cosine,1,-,0,50743 (-) 50743,50743,50743,1,FALSE,-,50743 (-) 50743
-1,0.9635,H2N3:C2H4O,0.9635,Cosine,32441,-,-44.026,32645 (-) 32441,32441,32645,32441,FALSE,-,32645 (-) 32441
-1,1,,1,Cosine,1,-,0,24864 (-) 24864,24864,24864,1,FALSE,-,24864 (-) 24864
-1,1,,1,Cosine,1,-,0,26551 (-) 26551,26551,26551,1,FALSE,-,26551 (-) 26551
-1,1,,1,Cosine,1,-,0,1157 (-) 1157,1157,1157,1,FALSE,-,1157 (-) 1157
-1,1,,1,Cosine,1,-,0,41473 (-) 41473,41473,41473,1,FALSE,-,41473 (-) 41473
-1,1,,1,Cosine,1,-,0,28626 (-) 28626,28626,28626,1,FALSE,-,28626 (-) 28626
-1,1,,1,Cosine,1,-,0,27949 (-) 27949,27949,27949,1,FALSE,-,27949 (-) 27949
-1,0.9062,,0.9062,Cosine,17422,-,0,17422 (-) 25821,17422,25821,17422,FALSE,-,17422 (-) 25821
-1,1,,1,Cosine,1,-,0,7270 (-) 7270,7270,7270,1,FALSE,-,7270 (-) 7270
-1,1,,1,Cosine,1,-,0,18783 (-) 18783,18783,18783,1,FALSE,-,18783 (-) 18783
-1,1,,1,Cosine,1,-,0,2028 (-) 2028,2028,2028,1,FALSE,-,2028 (-) 2028
-1,0.9663,,0.9663,Cosine,45426,-,0,47985 (-) 45426,45426,47985,45426,FALSE,-,47985 (-) 45426
-1,0.9677,methanol (-H2O):CH2,0.9677,Cosine,46491,-,-14.016,47985 (-) 46491,46491,47985,46491,FALSE,-,47985 (-) 46491
-1,0.9726,methanol (-H2O):CH2,0.9726,Cosine,47985,-,-14.016,47985 (-) 49688,47985,49688,47985,FALSE,-,47985 (-) 49688
-1,1,,1,Cosine,1,-,0,6571 (-) 6571,6571,6571,1,FALSE,-,6571 (-) 6571
-1,0.9771,,0.9771,Cosine,40257,-,-116.084,43523 (-) 40257,40257,43523,40257,FALSE,-,43523 (-) 40257
-1,1,,1,Cosine,1,-,0,2872 (-) 2872,2872,2872,1,FALSE,-,2872 (-) 2872
-1,1,,1,Cosine,1,-,0,39996 (-) 39996,39996,39996,1,FALSE,-,39996 (-) 39996
-1,1,,1,Cosine,1,-,0,50280 (-) 50280,50280,50280,1,FALSE,-,50280 (-) 50280
-1,1,,1,Cosine,1,-,0,1030 (-) 1030,1030,1030,1,FALSE,-,1030 (-) 1030
-1,1,,1,Cosine,1,-,0,44156 (-) 44156,44156,44156,1,FALSE,-,44156 (-) 44156
-1,1,,1,Cosine,1,-,0,38131 (-) 38131,38131,38131,1,FALSE,-,38131 (-) 38131
-1,1,,1,Cosine,1,-,0,54473 (-) 54473,54473,54473,1,FALSE,-,54473 (-) 54473
-1,1,,1,Cosine,1,-,0,34077 (-) 34077,34077,34077,1,FALSE,-,34077 (-) 34077
-1,1,,1,Cosine,1,-,0,1358 (-) 1358,1358,1358,1,FALSE,-,1358 (-) 1358
-1,1,,1,Cosine,1,-,0,44532 (-) 44532,44532,44532,1,FALSE,-,44532 (-) 44532
-1,1,,1,Cosine,1,-,0,32351 (-) 32351,32351,32351,1,FALSE,-,32351 (-) 32351
-1,1,,1,Cosine,1,-,0,15130 (-) 15130,15130,15130,1,FALSE,-,15130 (-) 15130
-1,0.7588,,0.7588,Cosine,29512,-,-362.158,29512 (-) 39975,29512,39975,29512,FALSE,-,29512 (-) 39975
-1,0.7539,,0.7539,Cosine,29512,-,-190.084,29512 (-) 31530,29512,31530,29512,FALSE,-,29512 (-) 31530
-1,0.7498,,0.7498,Cosine,29512,-,-276.121,29512 (-) 36542,29512,36542,29512,FALSE,-,29512 (-) 36542
-1,0.7948,CH4N3:C3H6O,0.7948,Cosine,4115,-,-58.042,4115 (-) 7109,4115,7109,4115,FALSE,-,4115 (-) 7109
-1,0.8638,H2,0.8638,Cosine,39848,-,-2.016,41871 (-) 39848,39848,41871,39848,FALSE,-,41871 (-) 39848
-1,0.954,,0.954,Cosine,41403,-,-0.1,41871 (-) 41403,41403,41871,41403,FALSE,-,41871 (-) 41403
-1,1,,1,Cosine,1,-,0,42082 (-) 42082,42082,42082,1,FALSE,-,42082 (-) 42082
-1,1,,1,Cosine,1,-,0,44968 (-) 44968,44968,44968,1,FALSE,-,44968 (-) 44968
-1,0.9448,C4H8,0.9448,Cosine,45832,-,-56.062,50739 (-) 45832,45832,50739,45832,FALSE,-,50739 (-) 45832
-1,0.8224,,0.8224,Cosine,39873,-,-84.094,50739 (-) 39873,39873,50739,39873,FALSE,-,50739 (-) 39873
-1,0.8713,,0.8713,Cosine,49409,-,88.052,49533 (-) 49409,49409,49533,49409,FALSE,-,49533 (-) 49409
-1,0.8318,,0.8318,Cosine,4658,-,-111.029,4658 (-) 6842,4658,6842,4658,FALSE,-,4658 (-) 6842
-1,1,,1,Cosine,1,-,0,49074 (-) 49074,49074,49074,1,FALSE,-,49074 (-) 49074
-1,1,,1,Cosine,1,-,0,6083 (-) 6083,6083,6083,1,FALSE,-,6083 (-) 6083
-1,1,,1,Cosine,1,-,0,4372 (-) 4372,4372,4372,1,FALSE,-,4372 (-) 4372
-1,0.9359,,0.9359,Cosine,54708,-,148.038,54708 (-) 54884,54708,54884,54708,FALSE,-,54708 (-) 54884
-1,0.9383,,0.9383,Cosine,54708,-,0,54708 (-) 54899,54708,54899,54708,FALSE,-,54708 (-) 54899
-1,0.9482,,0.9482,Cosine,51804,-,-222.056,54708 (-) 51804,51804,54708,51804,FALSE,-,54708 (-) 51804
-1,0.8019,,0.8019,Cosine,10820,-,19.014,10820 (-) 10983,10820,10983,10820,FALSE,-,10820 (-) 10983
-1,0.9289,O,0.9289,Cosine,48373,-,-15.995,52864 (-) 48373,48373,52864,48373,FALSE,-,52864 (-) 48373
-1,1,,1,Cosine,1,-,0,22764 (-) 22764,22764,22764,1,FALSE,-,22764 (-) 22764
-1,0.9091,,0.9091,Cosine,15333,-,-132.079,15333 (-) 17417,15333,17417,15333,FALSE,-,15333 (-) 17417
-1,0.9057,,0.9057,Cosine,15333,-,-88.053,15333 (-) 16597,15333,16597,15333,FALSE,-,15333 (-) 16597
-1,1,,1,Cosine,1,-,0,50069 (-) 50069,50069,50069,1,FALSE,-,50069 (-) 50069
-1,0.8583,H4N3O:C2H6O2:CH6N2O,0.8583,Cosine,12121,-,62.037,13837 (-) 12121,12121,13837,12121,FALSE,-,13837 (-) 12121
-1,1,,1,Cosine,1,-,0,41341 (-) 41341,41341,41341,1,FALSE,-,41341 (-) 41341
-1,0.7325,,0.7325,Cosine,9277,-,-6.94,9277 (-) 9760,9277,9760,9277,FALSE,-,9277 (-) 9760
-1,1,,1,Cosine,1,-,0,14633 (-) 14633,14633,14633,1,FALSE,-,14633 (-) 14633
-1,1,,1,Cosine,1,-,0,35114 (-) 35114,35114,35114,1,FALSE,-,35114 (-) 35114
-1,1,,1,Cosine,1,-,0,37786 (-) 37786,37786,37786,1,FALSE,-,37786 (-) 37786
-1,0.8702,methanol (-H2O):CH2,0.8702,Cosine,13886,-,-14.016,14970 (-) 13886,13886,14970,13886,FALSE,-,14970 (-) 13886
-1,0.7093,CH2O2,0.7093,Cosine,56,-,-46.005,2066 (-) 56,56,2066,56,FALSE,-,2066 (-) 56
-1,0.9577,,0.9577,Cosine,17193,-,0.036,17193 (-) 19866,17193,19866,17193,FALSE,-,17193 (-) 19866
-1,1,,1,Cosine,1,-,0,15579 (-) 15579,15579,15579,1,FALSE,-,15579 (-) 15579
-1,1,,1,Cosine,1,-,0,14740 (-) 14740,14740,14740,1,FALSE,-,14740 (-) 14740
-1,1,,1,Cosine,1,-,0,15176 (-) 15176,15176,15176,1,FALSE,-,15176 (-) 15176
-1,1,,1,Cosine,1,-,0,11354 (-) 11354,11354,11354,1,FALSE,-,11354 (-) 11354
-1,0.8204,H2N3:C2H4O,0.8204,Cosine,17604,-,-44.026,19138 (-) 17604,17604,19138,17604,FALSE,-,19138 (-) 17604
-1,0.8026,,0.8026,Cosine,11828,-,-132.115,19138 (-) 11828,11828,19138,11828,FALSE,-,19138 (-) 11828
-1,0.7329,H2N3:C2H4O,0.7329,Cosine,19138,-,-44.026,19138 (-) 21210,19138,21210,19138,FALSE,-,19138 (-) 21210
-1,0.9426,,0.9426,Cosine,52978,-,0,53600 (-) 52978,52978,53600,52978,FALSE,-,53600 (-) 52978
-1,0.936,CH2N3O:C3H492,0.936,Cosine,46872,-,-72.021,48310 (-) 46872,46872,48310,46872,FALSE,-,48310 (-) 46872
-1,0.8911,H2N3:C2H4O,0.8911,Cosine,21553,-,-44.026,21553 (-) 22496,21553,22496,21553,FALSE,-,21553 (-) 22496
