component,cosine_score,EdgeAnnotation,EdgeScore,EdgeType,explained_intensity,interaction,mass_difference,name,node1,node2,property1,selected,shared interaction,shared name
-1,0.7938,methanol (-H2O):CH2,0.7938,Cosine,23778,-,-14.016,26990 (-) 23778,23778,26990,23778,FALSE,-,26990 (-) 23778
-1,0.9193,,0.9193,Cosine,26990,-,-114.068,26990 (-) 36645,26990,36645,26990,FALSE,-,26990 (-) 36645
-1,0.9407,,0.9407,Cosine,26990,-,-116.047,26990 (-) 33750,26990,33750,26990,FALSE,-,26990 (-) 33750
-1,0.9206,,0.9206,Cosine,26990,-,-116.084,26990 (-) 35402,26990,35402,26990,FALSE,-,26990 (-) 35402
-1,0.9247,H2,0.9247,Cosine,26990,-,2.016,26990 (-) 28493,26990,28493,26990,FALSE,-,26990 (-) 28493
-1,0.9101,CH6N3:C3H8O,0.9101,Cosine,22761,-,-60.057,26990 (-) 22761,22761,26990,22761,FALSE,-,26990 (-) 22761
-1,0.9577,CH4N3:C3H6O,0.9577,Cosine,23461,-,-58.042,26990 (-) 23461,23461,26990,23461,FALSE,-,26990 (-) 23461
-1,0.9378,N3O:C2H2O2,0.9378,Cosine,26990,-,-58.005,26990 (-) 29972,26990,29972,26990,FALSE,-,26990 (-) 29972
-1,0.9204,,0.9204,Cosine,33555,-,0,33555 (-) 40268,33555,40268,33555,FALSE,-,33555 (-) 40268
-1,0.9343,,0.9343,Cosine,33555,-,0,33555 (-) 42167,33555,42167,33555,FALSE,-,33555 (-) 42167
-1,1,,1,Cosine,1,-,0,6222 (-) 6222,6222,6222,1,FALSE,-,6222 (-) 6222
-1,1,,1,Cosine,1,-,0,7042 (-) 7042,7042,7042,1,FALSE,-,7042 (-) 7042
-1,0.9365,,0.9365,Cosine,53661,-,-0.001,54796 (-) 53661,53661,54796,53661,FALSE,-,54796 (-) 53661
-1,0.9002,,0.9002,Cosine,54796,-,88.052,54796 (-) 54797,54796,54797,54796,FALSE,-,54796 (-) 54797
-1,0.9178,H2N3:C2H4O,0.9178,Cosine,54791,-,-44.026,54796 (-) 54791,54791,54796,54791,FALSE,-,54796 (-) 54791
-1,0.9321,,0.9321,Cosine,52894,-,-0.001,54796 (-) 52894,52894,54796,52894,FALSE,-,54796 (-) 52894
-1,0.9364,,0.9364,Cosine,53775,-,0,54796 (-) 53775,53775,54796,53775,FALSE,-,54796 (-) 53775
-1,0.9449,,0.9449,Cosine,54026,-,0,54796 (-) 54026,54026,54796,54026,FALSE,-,54796 (-) 54026
-1,0.9498,,0.9498,Cosine,54410,-,0,54796 (-) 54410,54410,54796,54410,FALSE,-,54796 (-) 54410
-1,0.9229,,0.9229,Cosine,52639,-,-0.001,54796 (-) 52639,52639,54796,52639,FALSE,-,54796 (-) 52639
-1,0.9371,,0.9371,Cosine,54715,-,0,54796 (-) 54715,54715,54796,54715,FALSE,-,54796 (-) 54715
-1,0.9057,,0.9057,Cosine,54790,-,88.052,54796 (-) 54790,54790,54796,54790,FALSE,-,54796 (-) 54790
-1,0.908,,0.908,Cosine,4656,-,-22.001,38363 (-) 4656,4656,38363,4656,FALSE,-,38363 (-) 4656
-1,0.9406,,0.9406,Cosine,41265,-,435.227,41265 (-) 41871,41265,41871,41265,FALSE,-,41265 (-) 41871
-1,0.8493,,0.8493,Cosine,33261,-,-419.233,41265 (-) 33261,33261,41265,33261,FALSE,-,41265 (-) 33261
-1,0.7688,,0.7688,Cosine,34810,-,-405.254,41265 (-) 34810,34810,41265,34810,FALSE,-,41265 (-) 34810
-1,0.8773,,0.8773,Cosine,41265,-,390.169,41265 (-) 41278,41265,41278,41265,FALSE,-,41265 (-) 41278
-1,0.7371,,0.7371,Cosine,41265,-,362.138,41265 (-) 41324,41265,41324,41265,FALSE,-,41265 (-) 41324
-1,0.9157,,0.9157,Cosine,41265,-,435.328,41265 (-) 41403,41265,41403,41265,FALSE,-,41265 (-) 41403
-1,0.7687,,0.7687,Cosine,15675,-,28.022,37722 (-) 15675,15675,37722,15675,FALSE,-,37722 (-) 15675
-1,0.7887,,0.7887,Cosine,6080,-,-23.967,37722 (-) 6080,6080,37722,6080,FALSE,-,37722 (-) 6080
-1,0.9071,C3H4N2,0.9071,Cosine,37587,-,-68.038,37722 (-) 37587,37587,37722,37587,FALSE,-,37722 (-) 37587
-1,0.9169,,0.9169,Cosine,27899,-,44.017,37722 (-) 27899,27899,37722,27899,FALSE,-,37722 (-) 27899
-1,1,,1,Cosine,1,-,0,13604 (-) 13604,13604,13604,1,FALSE,-,13604 (-) 13604
-1,0.9549,O,0.9549,Cosine,43184,-,15.995,47721 (-) 43184,43184,47721,43184,FALSE,-,47721 (-) 43184
-1,0.8495,O,0.8495,Cosine,37828,-,15.995,47721 (-) 37828,37828,47721,37828,FALSE,-,47721 (-) 37828
-1,1,,1,Cosine,1,-,0,23265 (-) 23265,23265,23265,1,FALSE,-,23265 (-) 23265
-1,0.9352,methanol (-H2O):CH2,0.9352,Cosine,10228,-,-14.016,10228 (-) 10589,10228,10589,10228,FALSE,-,10228 (-) 10589
-1,0.8638,SO3:sulfate (-H2O),0.8638,Cosine,8425,-,-79.957,10228 (-) 8425,8425,10228,8425,FALSE,-,10228 (-) 8425
-1,1,,1,Cosine,1,-,0,15002 (-) 15002,15002,15002,1,FALSE,-,15002 (-) 15002
-1,1,,1,Cosine,1,-,0,23388 (-) 23388,23388,23388,1,FALSE,-,23388 (-) 23388
-1,0.9302,,0.9302,Cosine,51863,-,88.052,51863 (-) 54293,51863,54293,51863,FALSE,-,51863 (-) 54293
-1,0.9105,H2N3:C2H4O,0.9105,Cosine,51863,-,-44.026,51863 (-) 51874,51863,51874,51863,FALSE,-,51863 (-) 51874
-1,0.9278,,0.9278,Cosine,51863,-,3.958,51863 (-) 52015,51863,52015,51863,FALSE,-,51863 (-) 52015
-1,0.7901,secondary amine:NH,0.7901,Cosine,19461,-,-15.011,25904 (-) 19461,19461,25904,19461,FALSE,-,25904 (-) 19461
-1,0.9642,,0.9642,Cosine,24914,-,0.004,25904 (-) 24914,24914,25904,24914,FALSE,-,25904 (-) 24914
-1,0.9392,,0.9392,Cosine,20691,-,-0.092,20691 (-) 22009,20691,22009,20691,FALSE,-,20691 (-) 22009
-1,0.964,adduct_rel_H_NH4 or NH3,0.964,Cosine,6226,-,-17.028,6234 (-) 6226,6226,6234,6226,FALSE,-,6234 (-) 6226
-1,1,,1,Cosine,1,-,0,55051 (-) 55051,55051,55051,1,FALSE,-,55051 (-) 55051
-1,1,,1,Cosine,1,-,0,37232 (-) 37232,37232,37232,1,FALSE,-,37232 (-) 37232
-1,1,,1,Cosine,1,-,0,30931 (-) 30931,30931,30931,1,FALSE,-,30931 (-) 30931
-1,1,,1,Cosine,1,-,0,3777 (-) 3777,3777,3777,1,FALSE,-,3777 (-) 3777
-1,1,,1,Cosine,3016,-,-0.007,3237 (-) 3016,3016,3237,3016,FALSE,-,3237 (-) 3016
-1,0.9747,,0.9747,Cosine,18549,-,0,21004 (-) 18549,18549,21004,18549,FALSE,-,21004 (-) 18549
-1,1,,1,Cosine,1,-,0,5352 (-) 5352,5352,5352,1,FALSE,-,5352 (-) 5352
-1,0.9724,H2N3:C2H4O,0.9724,Cosine,6937,-,44.025,6937 (-) 7102,6937,7102,6937,FALSE,-,6937 (-) 7102
-1,0.9433,H2N3:C2H4O,0.9433,Cosine,6937,-,-44.026,6937 (-) 8984,6937,8984,6937,FALSE,-,6937 (-) 8984
-1,0.8878,,0.8878,Cosine,6937,-,-410.215,6937 (-) 19718,6937,19718,6937,FALSE,-,6937 (-) 19718
-1,0.9719,H2N3:C2H4O,0.9719,Cosine,6283,-,-44.026,6937 (-) 6283,6283,6937,6283,FALSE,-,6937 (-) 6283
-1,0.9547,H2N3:C2H4O,0.9547,Cosine,5232,-,-44.026,6937 (-) 5232,5232,6937,5232,FALSE,-,6937 (-) 5232
-1,0.8874,,0.8874,Cosine,6937,-,-275.09,6937 (-) 13387,6937,13387,6937,FALSE,-,6937 (-) 13387
-1,1,,1,Cosine,1,-,0,40155 (-) 40155,40155,40155,1,FALSE,-,40155 (-) 40155
-1,1,,1,Cosine,1,-,0,51657 (-) 51657,51657,51657,1,FALSE,-,51657 (-) 51657
-1,0.9696,,0.9696,Cosine,22642,-,-88.052,24098 (-) 22642,22642,24098,22642,FALSE,-,24098 (-) 22642
-1,0.9581,,0.9581,Cosine,18976,-,-176.105,24098 (-) 18976,18976,24098,18976,FALSE,-,24098 (-) 18976
-1,0.9752,,0.9752,Cosine,24098,-,88.052,24098 (-) 24578,24098,24578,24098,FALSE,-,24098 (-) 24578
-1,0.9759,H2N3:C2H4O,0.9759,Cosine,24098,-,-44.026,24098 (-) 25950,24098,25950,24098,FALSE,-,24098 (-) 25950
-1,0.9674,,0.9674,Cosine,23913,-,-132.078,24098 (-) 23913,23913,24098,23913,FALSE,-,24098 (-) 23913
-1,0.9751,H2N3:C2H4O,0.9751,Cosine,23337,-,-44.026,24098 (-) 23337,23337,24098,23337,FALSE,-,24098 (-) 23337
-1,0.9756,,0.9756,Cosine,21749,-,-132.079,24098 (-) 21749,21749,24098,21749,FALSE,-,24098 (-) 21749
-1,0.9697,,0.9697,Cosine,24098,-,-88.052,24098 (-) 25161,24098,25161,24098,FALSE,-,24098 (-) 25161
-1,0.9278,C2H4,0.9278,Cosine,46211,-,28.031,46211 (-) 53342,46211,53342,46211,FALSE,-,46211 (-) 53342
-1,0.9466,,0.9466,Cosine,46211,-,0,46211 (-) 48373,46211,48373,46211,FALSE,-,46211 (-) 48373
-1,0.9221,C2H4,0.9221,Cosine,46211,-,28.03,46211 (-) 54846,46211,54846,46211,FALSE,-,46211 (-) 54846
-1,0.9414,H2N3:C2H4O,0.9414,Cosine,46211,-,44.026,46211 (-) 46268,46211,46268,46211,FALSE,-,46211 (-) 46268
-1,0.8683,,0.8683,Cosine,23112,-,0,30712 (-) 23112,23112,30712,23112,FALSE,-,30712 (-) 23112
-1,0.8894,,0.8894,Cosine,15406,-,0,30712 (-) 15406,15406,30712,15406,FALSE,-,30712 (-) 15406
-1,0.8776,,0.8776,Cosine,25938,-,0,30712 (-) 25938,25938,30712,25938,FALSE,-,30712 (-) 25938
-1,0.9028,,0.9028,Cosine,12847,-,0,30712 (-) 12847,12847,30712,12847,FALSE,-,30712 (-) 12847
-1,0.9652,,0.9652,Cosine,26774,-,0,30712 (-) 26774,26774,30712,26774,FALSE,-,30712 (-) 26774
-1,0.9082,,0.9082,Cosine,17142,-,0,30712 (-) 17142,17142,30712,17142,FALSE,-,30712 (-) 17142
-1,0.8755,,0.8755,Cosine,17216,-,-0.036,30712 (-) 17216,17216,30712,17216,FALSE,-,30712 (-) 17216
-1,0.89,,0.89,Cosine,30712,-,0,30712 (-) 31445,30712,31445,30712,FALSE,-,30712 (-) 31445
-1,0.9396,,0.9396,Cosine,34771,-,0,34771 (-) 35846,34771,35846,34771,FALSE,-,34771 (-) 35846
-1,0.9613,,0.9613,Cosine,34771,-,0,34771 (-) 39493,34771,39493,34771,FALSE,-,34771 (-) 39493
-1,0.9265,,0.9265,Cosine,28271,-,0,34771 (-) 28271,28271,34771,28271,FALSE,-,34771 (-) 28271
-1,0.9521,,0.9521,Cosine,34771,-,0,34771 (-) 37904,34771,37904,34771,FALSE,-,34771 (-) 37904
-1,0.9329,,0.9329,Cosine,34771,-,-0.036,34771 (-) 34866,34771,34866,34771,FALSE,-,34771 (-) 34866
-1,0.9489,,0.9489,Cosine,33179,-,0,34771 (-) 33179,33179,34771,33179,FALSE,-,34771 (-) 33179
-1,0.9318,,0.9318,Cosine,34771,-,0,34771 (-) 36768,34771,36768,34771,FALSE,-,34771 (-) 36768
-1,1,,1,Cosine,1,-,0,19669 (-) 19669,19669,19669,1,FALSE,-,19669 (-) 19669
-1,0.8077,C4H9N,0.8077,Cosine,16704,-,-71.074,16704 (-) 20284,16704,20284,16704,FALSE,-,16704 (-) 20284
-1,0.8636,C2H6N3,0.8636,Cosine,16704,-,-72.058,16704 (-) 37306,16704,37306,16704,FALSE,-,16704 (-) 37306
-1,0.8694,,0.8694,Cosine,16704,-,-86.037,16704 (-) 39192,16704,39192,16704,FALSE,-,16704 (-) 39192
-1,0.9748,,0.9748,Cosine,29256,-,88.052,30390 (-) 29256,29256,30390,29256,FALSE,-,30390 (-) 29256
-1,0.9787,H2N3:C2H4O,0.9787,Cosine,30390,-,-44.026,30390 (-) 30837,30390,30837,30390,FALSE,-,30390 (-) 30837
-1,0.9789,,0.9789,Cosine,28218,-,0,30390 (-) 28218,28218,30390,28218,FALSE,-,30390 (-) 28218
-1,0.9674,,0.9674,Cosine,26169,-,-132.079,30390 (-) 26169,26169,30390,26169,FALSE,-,30390 (-) 26169
-1,0.9765,H2N3:C2H4O,0.9765,Cosine,29190,-,-44.026,30390 (-) 29190,29190,30390,29190,FALSE,-,30390 (-) 29190
-1,0.9703,,0.9703,Cosine,28065,-,-132.079,30390 (-) 28065,28065,30390,28065,FALSE,-,30390 (-) 28065
-1,0.9728,H2N3:C2H4O,0.9728,Cosine,28773,-,44.026,30390 (-) 28773,28773,30390,28773,FALSE,-,30390 (-) 28773
-1,0.9708,,0.9708,Cosine,29573,-,132.079,30390 (-) 29573,29573,30390,29573,FALSE,-,30390 (-) 29573
-1,0.9353,,0.9353,Cosine,40757,-,0,40757 (-) 46806,40757,46806,40757,FALSE,-,40757 (-) 46806
-1,0.9006,H2N3O:C2H4O2,0.9006,Cosine,40757,-,-60.021,40757 (-) 42400,40757,42400,40757,FALSE,-,40757 (-) 42400
-1,0.9186,,0.9186,Cosine,40757,-,0,40757 (-) 43695,40757,43695,40757,FALSE,-,40757 (-) 43695
-1,0.9261,,0.9261,Cosine,40757,-,0,40757 (-) 46376,40757,46376,40757,FALSE,-,40757 (-) 46376
-1,0.9595,CH2O,0.9595,Cosine,6910,-,-30.01,7419 (-) 6910,6910,7419,6910,FALSE,-,7419 (-) 6910
-1,0.9621,,0.9621,Cosine,6044,-,-88.052,7419 (-) 6044,6044,7419,6044,FALSE,-,7419 (-) 6044
-1,0.9724,H2N3:C2H4O,0.9724,Cosine,4967,-,-44.026,7419 (-) 4967,4967,7419,4967,FALSE,-,7419 (-) 4967
-1,0.9646,CH4N3:C3H6O,0.9646,Cosine,7419,-,-58.042,7419 (-) 9555,7419,9555,7419,FALSE,-,7419 (-) 9555
-1,0.9724,H2N3:C2H4O,0.9724,Cosine,7031,-,-44.026,7419 (-) 7031,7031,7419,7031,FALSE,-,7419 (-) 7031
-1,0.9619,,0.9619,Cosine,3882,-,-88.052,7419 (-) 3882,3882,7419,3882,FALSE,-,7419 (-) 3882
-1,0.9607,methanol (-H2O):CH2,0.9607,Cosine,7419,-,-14.016,7419 (-) 8628,7419,8628,7419,FALSE,-,7419 (-) 8628
-1,0.9628,H2N3:C2H4O,0.9628,Cosine,7419,-,-44.026,7419 (-) 8114,7419,8114,7419,FALSE,-,7419 (-) 8114
-1,0.9623,,0.9623,Cosine,6816,-,0,7419 (-) 6816,6816,7419,6816,FALSE,-,7419 (-) 6816
-1,0.9618,,0.9618,Cosine,36548,-,0,40123 (-) 36548,36548,40123,36548,FALSE,-,40123 (-) 36548
-1,0.902,,0.902,Cosine,40123,-,0,40123 (-) 46376,40123,46376,40123,FALSE,-,40123 (-) 46376
-1,0.9276,,0.9276,Cosine,33739,-,0,37943 (-) 33739,33739,37943,33739,FALSE,-,37943 (-) 33739
-1,0.8611,methanol (-H2O):CH2,0.8611,Cosine,35903,-,-14.016,37943 (-) 35903,35903,37943,35903,FALSE,-,37943 (-) 35903
-1,0.8287,C,0.8287,Cosine,36238,-,-12,39098 (-) 36238,36238,39098,36238,FALSE,-,39098 (-) 36238
-1,0.744,OH,0.744,Cosine,55155,-,-17.003,55155 (-) 55323,55155,55323,55155,FALSE,-,55155 (-) 55323
-1,0.9121,C2H7N,0.9121,Cosine,3758,-,45.058,3758 (-) 5402,3758,5402,3758,FALSE,-,3758 (-) 5402
-1,1,,1,Cosine,1,-,0,30358 (-) 30358,30358,30358,1,FALSE,-,30358 (-) 30358
-1,0.9784,H2N3:C2H4O,0.9784,Cosine,10855,-,-44.027,10855 (-) 12486,10855,12486,10855,FALSE,-,10855 (-) 12486
-1,0.9804,,0.9804,Cosine,10855,-,0,10855 (-) 13675,10855,13675,10855,FALSE,-,10855 (-) 13675
-1,0.9727,,0.9727,Cosine,10855,-,-159.079,10855 (-) 15076,10855,15076,10855,FALSE,-,10855 (-) 15076
-1,0.974,C2H3N2O,0.974,Cosine,10855,-,-71.026,10855 (-) 12589,10855,12589,10855,FALSE,-,10855 (-) 12589
-1,0.9747,,0.9747,Cosine,10855,-,-27,10855 (-) 13814,10855,13814,10855,FALSE,-,10855 (-) 13814
-1,0.973,,0.973,Cosine,10855,-,-132.079,10855 (-) 13035,10855,13035,10855,FALSE,-,10855 (-) 13035
-1,0.9765,H2N3:C2H4O,0.9765,Cosine,10855,-,-44.026,10855 (-) 13723,10855,13723,10855,FALSE,-,10855 (-) 13723
-1,0.973,,0.973,Cosine,10855,-,-88.053,10855 (-) 14610,10855,14610,10855,FALSE,-,10855 (-) 14610
-1,0.973,,0.973,Cosine,10855,-,-27,10855 (-) 11544,10855,11544,10855,FALSE,-,10855 (-) 11544
-1,0.9697,,0.9697,Cosine,49340,-,-1.032,49340 (-) 51732,49340,51732,49340,FALSE,-,49340 (-) 51732
-1,0.9758,H2N3:C2H4O,0.9758,Cosine,49340,-,-44.026,49340 (-) 49605,49340,49605,49340,FALSE,-,49340 (-) 49605
-1,0.9754,,0.9754,Cosine,49340,-,-132.079,49340 (-) 49422,49340,49422,49340,FALSE,-,49340 (-) 49422
-1,0.9845,,0.9845,Cosine,49340,-,88.052,49340 (-) 49499,49340,49499,49340,FALSE,-,49340 (-) 49499
-1,0.9756,,0.9756,Cosine,49340,-,-88.052,49340 (-) 49539,49340,49539,49340,FALSE,-,49340 (-) 49539
-1,0.9731,H2N3O:C2H4O2,0.9731,Cosine,49340,-,60.021,49340 (-) 51318,49340,51318,49340,FALSE,-,49340 (-) 51318
-1,1,,1,Cosine,1,-,0,2569 (-) 2569,2569,2569,1,FALSE,-,2569 (-) 2569
-1,0.8569,O,0.8569,Cosine,48408,-,15.995,48408 (-) 50734,48408,50734,48408,FALSE,-,48408 (-) 50734
-1,0.9014,H2N3:C2H4O,0.9014,Cosine,48408,-,44.026,48408 (-) 48485,48408,48485,48408,FALSE,-,48408 (-) 48485
-1,1,,1,Cosine,1,-,0,39094 (-) 39094,39094,39094,1,FALSE,-,39094 (-) 39094
-1,0.9286,,0.9286,Cosine,50153,-,0,51461 (-) 50153,50153,51461,50153,FALSE,-,51461 (-) 50153
-1,0.9122,,0.9122,Cosine,48125,-,0,51461 (-) 48125,48125,51461,48125,FALSE,-,51461 (-) 48125
-1,0.9121,,0.9121,Cosine,46442,-,0,51461 (-) 46442,46442,51461,46442,FALSE,-,51461 (-) 46442
-1,1,,1,Cosine,1,-,0,1986 (-) 1986,1986,1986,1,FALSE,-,1986 (-) 1986
-1,0.9078,,0.9078,Cosine,1517,-,0.01,6798 (-) 1517,1517,6798,1517,FALSE,-,6798 (-) 1517
-1,0.8326,,0.8326,Cosine,6798,-,-385.243,6798 (-) 49305,6798,49305,6798,FALSE,-,6798 (-) 49305
-1,0.8599,HN40:C2H3NO2,0.8599,Cosine,6798,-,-73.015,6798 (-) 19760,6798,19760,6798,FALSE,-,6798 (-) 19760
-1,1,,1,Cosine,1,-,0,11853 (-) 11853,11853,11853,1,FALSE,-,11853 (-) 11853
-1,1,,1,Cosine,1,-,0,33222 (-) 33222,33222,33222,1,FALSE,-,33222 (-) 33222
-1,0.7727,,0.7727,Cosine,31844,-,-30.003,36541 (-) 31844,31844,36541,31844,FALSE,-,36541 (-) 31844
-1,0.9387,,0.9387,Cosine,36541,-,-0.012,36541 (-) 37950,36541,37950,36541,FALSE,-,36541 (-) 37950
-1,1,,1,Cosine,1,-,0,27071 (-) 27071,27071,27071,1,FALSE,-,27071 (-) 27071
-1,0.9763,,0.9763,Cosine,13728,-,0.001,18086 (-) 13728,13728,18086,13728,FALSE,-,18086 (-) 13728
-1,0.9042,,0.9042,Cosine,10481,-,-88.052,12731 (-) 10481,10481,12731,10481,FALSE,-,12731 (-) 10481
-1,0.8872,H2N3:C2H4O,0.8872,Cosine,12731,-,-44.026,12731 (-) 13842,12731,13842,12731,FALSE,-,12731 (-) 13842
-1,0.8607,,0.8607,Cosine,10085,-,-192.1,12731 (-) 10085,10085,12731,10085,FALSE,-,12731 (-) 10085
-1,0.9029,H2N3:C2H4O,0.9029,Cosine,11635,-,-44.026,12731 (-) 11635,11635,12731,11635,FALSE,-,12731 (-) 11635
-1,0.8861,,0.8861,Cosine,9388,-,-132.079,12731 (-) 9388,9388,12731,9388,FALSE,-,12731 (-) 9388
-1,1,,1,Cosine,1,-,0,24688 (-) 24688,24688,24688,1,FALSE,-,24688 (-) 24688
-1,0.91,CH4O,0.91,Cosine,30503,-,32.026,31318 (-) 30503,30503,31318,30503,FALSE,-,31318 (-) 30503
-1,0.9031,CH4O,0.9031,Cosine,31318,-,-32.026,31318 (-) 32480,31318,32480,31318,FALSE,-,31318 (-) 32480
-1,1,,1,Cosine,1,-,0,39029 (-) 39029,39029,39029,1,FALSE,-,39029 (-) 39029
-1,0.9415,H2N3:C2H4O,0.9415,Cosine,17017,-,-44.026,17701 (-) 17017,17017,17701,17017,FALSE,-,17701 (-) 17017
-1,0.8812,,0.8812,Cosine,17701,-,176.105,17701 (-) 18425,17701,18425,17701,FALSE,-,17701 (-) 18425
-1,0.9284,,0.9284,Cosine,17701,-,88.053,17701 (-) 19352,17701,19352,17701,FALSE,-,17701 (-) 19352
-1,0.9414,H2N3:C2H4O,0.9414,Cosine,17701,-,-44.026,17701 (-) 18271,17701,18271,17701,FALSE,-,17701 (-) 18271
-1,0.899,,0.899,Cosine,17496,-,-132.079,17701 (-) 17496,17496,17701,17496,FALSE,-,17701 (-) 17496
-1,0.8887,,0.8887,Cosine,17701,-,132.079,17701 (-) 19324,17701,19324,17701,FALSE,-,17701 (-) 19324
-1,0.96,,0.96,Cosine,17701,-,0,17701 (-) 20979,17701,20979,17701,FALSE,-,17701 (-) 20979
-1,0.9298,,0.9298,Cosine,17692,-,-88.052,17701 (-) 17692,17692,17701,17692,FALSE,-,17701 (-) 17692
-1,0.9414,H2N3:C2H4O,0.9414,Cosine,17701,-,44.026,17701 (-) 20217,17701,20217,17701,FALSE,-,17701 (-) 20217
-1,0.9089,,0.9089,Cosine,17701,-,-88.053,17701 (-) 18822,17701,18822,17701,FALSE,-,17701 (-) 18822
-1,0.9839,,0.9839,Cosine,8526,-,0,9711 (-) 8526,8526,9711,8526,FALSE,-,9711 (-) 8526
-1,0.986,adduct_rel_H_NH4 or NH3,0.986,Cosine,8546,-,-17.027,9711 (-) 8546,8546,9711,8546,FALSE,-,9711 (-) 8546
-1,0.9768,,0.9768,Cosine,9711,-,-115.052,9711 (-) 11999,9711,11999,9711,FALSE,-,9711 (-) 11999
-1,0.9835,,0.9835,Cosine,9711,-,-27,9711 (-) 9753,9711,9753,9711,FALSE,-,9711 (-) 9753
-1,0.9794,H2N3:C2H4O,0.9794,Cosine,9711,-,-44.026,9711 (-) 11452,9711,11452,9711,FALSE,-,9711 (-) 11452
-1,0.9803,H5N4:C2H7NO,0.9803,Cosine,7219,-,-61.053,9711 (-) 7219,7219,9711,7219,FALSE,-,9711 (-) 7219
-1,0.9768,H2N3:C2H4O,0.9768,Cosine,7082,-,-44.026,9711 (-) 7082,7082,9711,7082,FALSE,-,9711 (-) 7082
-1,0.9739,,0.9739,Cosine,9711,-,-159.079,9711 (-) 13547,9711,13547,9711,FALSE,-,9711 (-) 13547
-1,0.7822,C2H7N,0.7822,Cosine,1435,-,-45.058,1436 (-) 1435,1435,1436,1435,FALSE,-,1436 (-) 1435
-1,1,,1,Cosine,1,-,0,19835 (-) 19835,19835,19835,1,FALSE,-,19835 (-) 19835
-1,0.9265,,0.9265,Cosine,14575,-,-88.053,15745 (-) 14575,14575,15745,14575,FALSE,-,15745 (-) 14575
-1,0.8825,,0.8825,Cosine,12960,-,-176.105,15745 (-) 12960,12960,15745,12960,FALSE,-,15745 (-) 12960
-1,0.8899,H2N3:C2H4O,0.8899,Cosine,14986,-,-44.026,15745 (-) 14986,14986,15745,14986,FALSE,-,15745 (-) 14986
-1,0.8338,C3H6,0.8338,Cosine,10595,-,-42.047,15662 (-) 10595,10595,15662,10595,FALSE,-,15662 (-) 10595
-1,0.7562,,0.7562,Cosine,15662,-,0,15662 (-) 24545,15662,24545,15662,FALSE,-,15662 (-) 24545
-1,0.8811,,0.8811,Cosine,20696,-,-14.019,20696 (-) 25616,20696,25616,20696,FALSE,-,20696 (-) 25616
-1,0.9191,,0.9191,Cosine,20696,-,-0.006,20696 (-) 20985,20696,20985,20696,FALSE,-,20696 (-) 20985
-1,0.9272,,0.9272,Cosine,20696,-,-0.002,20696 (-) 22163,20696,22163,20696,FALSE,-,20696 (-) 22163
-1,0.9454,C5H2,0.9454,Cosine,20696,-,-62.015,20696 (-) 38513,20696,38513,20696,FALSE,-,20696 (-) 38513
-1,0.9572,,0.9572,Cosine,4807,-,-12.934,20696 (-) 4807,4807,20696,4807,FALSE,-,20696 (-) 4807
-1,1,,1,Cosine,1,-,0,46740 (-) 46740,46740,46740,1,FALSE,-,46740 (-) 46740
-1,0.865,H2,0.865,Cosine,1130,-,-2.016,1896 (-) 1130,1130,1896,1130,FALSE,-,1896 (-) 1130
-1,0.868,H2,0.868,Cosine,1896,-,-2.016,1896 (-) 2149,1896,2149,1896,FALSE,-,1896 (-) 2149
-1,0.8999,,0.8999,Cosine,1683,-,0,1683 (-) 1870,1683,1870,1683,FALSE,-,1683 (-) 1870
-1,0.9113,,0.9113,Cosine,32006,-,0,32006 (-) 36080,32006,36080,32006,FALSE,-,32006 (-) 36080
-1,0.9085,H2N3:C2H4O,0.9085,Cosine,14575,-,-44.026,14986 (-) 14575,14575,14986,14575,FALSE,-,14986 (-) 14575
-1,0.8782,,0.8782,Cosine,12960,-,-132.079,14986 (-) 12960,12960,14986,12960,FALSE,-,14986 (-) 12960
-1,0.934,,0.934,Cosine,4088,-,0,4470 (-) 4088,4088,4470,4088,FALSE,-,4470 (-) 4088
-1,1,,1,Cosine,1,-,0,21338 (-) 21338,21338,21338,1,FALSE,-,21338 (-) 21338
-1,0.8171,,0.8171,Cosine,20142,-,-281.199,20142 (-) 22094,20142,22094,20142,FALSE,-,20142 (-) 22094
-1,0.964,CH2NO:H2N3:C2H4O:CH4N2,0.964,Cosine,18868,-,44.027,20142 (-) 18868,18868,20142,18868,FALSE,-,20142 (-) 18868
-1,0.7725,,0.7725,Cosine,16591,-,324.179,20142 (-) 16591,16591,20142,16591,FALSE,-,20142 (-) 16591
-1,0.8137,CH5N2O:H5N4:C2H7NO,0.8137,Cosine,20142,-,-61.044,20142 (-) 21505,20142,21505,20142,FALSE,-,20142 (-) 21505
-1,0.861,,0.861,Cosine,19586,-,88.052,20142 (-) 19586,19586,20142,19586,FALSE,-,20142 (-) 19586
-1,0.8887,,0.8887,Cosine,20142,-,-132.08,20142 (-) 21172,20142,21172,20142,FALSE,-,20142 (-) 21172
-1,0.7662,CNO:N3:C2H2O:CH2N2,0.7662,Cosine,16098,-,42.011,20142 (-) 16098,16098,20142,16098,FALSE,-,20142 (-) 16098
-1,0.8429,adduct_rel_H_NH4 or NH3,0.8429,Cosine,19831,-,17.026,20142 (-) 19831,19831,20142,19831,FALSE,-,20142 (-) 19831
-1,1,,1,Cosine,1,-,0,28600 (-) 28600,28600,28600,1,FALSE,-,28600 (-) 28600
